ID,NU_NOTA_LC
1882,456.6083
1883,519.0633
1884,471.68256
1885,463.08286
1886,559.24207
1887,564.6772
1888,465.5383
1889,468.07407
1890,590.48096
1891,438.12143
1892,569.1542
1893,582.33545
1894,507.45612
1895,478.1435
1896,506.0685
1897,581.28564
1898,637.4187
1899,592.48846
1900,436.35736
1901,451.1917
1902,600.3786
1903,536.42786
1904,464.70264
1905,469.5113
1906,467.2781
1907,634.35333
1908,516.6234
1909,557.06384
1910,456.27072
1911,499.4138
1912,552.3908
1913,450.43933
1914,482.93765
1915,602.9275
1916,545.0971
1917,474.43292
1918,482.3408
1919,548.3938
1920,508.68814
1921,532.902
1922,591.86584
1923,529.0692
1924,517.5507
1925,471.57516
1926,459.9729
1927,584.6279
1928,490.54712
1929,451.40363
1930,467.85416
1931,582.72504
1932,588.03424
1933,522.835
1934,450.29977
1935,485.42337
1936,479.3768
1937,588.8126
1938,548.1368
1939,497.59402
1940,445.18536
1941,536.1162
1942,582.6382
1943,580.3771
1944,587.3569
1945,568.27594
1946,459.98346
1947,567.97565
1948,500.0645
1949,431.27722
1950,529.37915
1951,596.83417
1952,537.5126
1953,559.378
1954,545.7627
1955,622.93646
1956,463.5889
1957,565.13574
1958,457.47086
1959,504.11475
1960,510.80542
1961,480.60574
1962,479.85526
1963,456.19934
1964,521.67267
1965,629.3186
1966,599.4792
1967,522.41254
1968,569.14954
1969,553.54645
1970,495.16486
1971,618.90485
1972,663.7014
1973,613.24664
1974,529.74365
1975,516.6209
1976,577.0862
1977,542.5988
1978,552.9185
1979,483.8517
1980,545.08215
1981,492.95526
1982,489.25592
1983,607.28687
1984,602.3802
1985,557.04913
1986,590.3465
1987,568.06696
1988,544.9366
1989,533.8184
1990,543.5754
1991,522.9048
1992,555.04926
1993,480.32324
1994,556.9079
1995,630.1759
1996,451.11356
1997,498.52835
1998,497.54214
1999,544.70056
2000,506.7958
2001,563.90936
2002,616.12036
2003,505.6873
2004,472.51654
2005,532.2485
2006,529.20074
2007,556.90045
2008,543.6525
2009,550.63513
2010,490.39075
2011,469.71252
2012,464.12222
2013,545.60376
2014,452.69992
2015,577.7818
2016,520.35864
2017,535.2121
2018,545.8234
2019,619.2931
2020,487.63593
2021,568.2328
2022,579.9557
2023,464.21863
2024,603.15625
2025,500.23477
2026,560.96704
2027,472.5584
2028,576.0011
2029,489.40723
2030,533.98663
2031,612.16
2032,574.41046
2033,547.8581
2034,539.38635
2035,444.72498
2036,479.7831
2037,452.11554
2038,466.20398
2039,463.15677
2040,523.757
2041,478.49527
2042,519.0632
2043,585.9227
2044,499.39688
2045,594.30334
2046,468.79657
2047,632.1712
2048,466.3363
2049,660.31573
2050,605.48096
2051,440.74823
2052,557.4152
2053,456.2351
2054,432.03467
2055,458.26556
2056,571.7798
2057,503.6012
2058,617.1245
2059,470.65308
2060,444.4224
2061,512.3246
2062,599.0309
2063,510.83322
2064,576.1428
2065,620.63983
2066,436.4408
2067,478.50757
2068,531.88806
2069,464.81116
2070,529.61316
2071,519.0498
2072,448.4585
2073,449.24442
2074,566.2942
2075,456.58728
2076,524.4548
2077,539.75024
2078,512.61115
2079,565.2648
2080,561.71204
2081,543.5184
2082,523.912
2083,496.26614
2084,515.46875
2085,557.61584
2086,521.1587
2087,490.01443
2088,508.69125
2089,523.13586
2090,613.65283
2091,441.82864
2092,538.0022
2093,538.17413
2094,623.2004
2095,575.06854
2096,642.6364
2097,466.54764
2098,553.4653
2099,540.5006
2100,561.0437
2101,603.2363
2102,441.81055
2103,451.6714
2104,450.39212
2105,528.63385
2106,602.8626
2107,568.5272
2108,532.0861
2109,547.1683
2110,507.7323
2111,482.77808
2112,481.30905
2113,441.1033
2114,575.0364
2115,570.9069
2116,585.23694
2117,455.98578
2118,574.83704
2119,618.199
2120,585.60565
2121,609.92084
2122,454.2218
2123,459.59976
2124,578.9976
2125,591.61456
2126,472.86896
2127,522.7718
2128,558.9692
2129,444.29398
2130,597.99896
2131,520.19507
2132,510.61502
2133,586.27203
2134,534.8374
2135,438.27072
2136,493.084
2137,475.15024
2138,465.2494
2139,496.10825
2140,569.08636
2141,546.5731
2142,620.0008
2143,576.765
2144,451.75595
2145,580.8129
2146,450.20255
2147,487.58344
2148,543.8089
2149,618.797
2150,498.91043
2151,472.6168
2152,570.6301
2153,608.7471
2154,630.29016
2155,641.1449
2156,485.73932
2157,562.3021
2158,628.88513
2159,460.2437
2160,442.2403
2161,622.4193
2162,493.29648
2163,502.57303
2164,609.3902
2165,528.0002
2166,521.164
2167,497.45273
2168,460.22495
2169,511.80627
2170,469.02448
2171,461.77704
2172,520.7621
2173,555.14014
2174,529.0055
2175,557.09863
2176,450.89694
2177,502.21353
2178,514.0326
2179,571.4541
2180,513.5658
2181,584.2448
2182,581.79553
2183,513.85767
2184,496.40604
2185,500.1745
2186,505.3016
2187,504.77737
2188,478.7126
2189,502.96497
2190,488.03372
2191,527.73486
2192,465.77847
2193,599.15076
2194,524.3207
2195,507.32004
2196,489.67566
2197,515.3136
2198,517.3766
2199,608.49493
2200,504.64816
2201,489.5652
2202,529.99615
2203,442.9469
2204,653.2596
2205,592.88275
2206,455.78476
2207,627.5415
2208,495.14267
2209,533.2446
2210,566.77045
2211,459.79602
2212,419.4194
2213,463.63333
2214,452.4821
2215,604.16486
2216,496.3476
2217,485.9342
2218,507.62833
2219,557.698
2220,432.93433
2221,660.16425
2222,456.25928
2223,474.10925
2224,575.2359
2225,500.99332
2226,591.70984
2227,478.21472
2228,569.9426
2229,451.15286
2230,497.02066
2231,520.9538
2232,617.426
2233,539.2044
2234,585.187
2235,539.08545
2236,466.47043
2237,547.091
2238,479.6991
2239,571.9318
2240,571.6755
2241,579.0268
2242,539.2178
2243,507.45306
2244,527.858
2245,483.99448
2246,599.9783
2247,622.9414
2248,482.6652
2249,508.81558
2250,452.29196
2251,622.54535
2252,622.46136
2253,475.3997
2254,519.9867
2255,477.80484
2256,500.2387
2257,618.5875
2258,587.52563
2259,452.99557
2260,482.36758
2261,617.0393
2262,586.7353
2263,519.3404
2264,641.70593
2265,446.68695
2266,572.44836
2267,486.6711
2268,548.31714
2269,562.6138
2270,527.411
2271,487.89853
2272,627.66473
2273,451.63303
2274,474.75525
2275,577.15753
2276,453.45828
2277,439.6448
2278,427.82025
2279,511.57187
2280,601.7269
2281,550.8058
2282,493.9342
2283,564.04565
2284,510.1886
2285,538.7664
2286,598.83405
2287,573.8195
2288,472.63278
2289,468.72864
2290,667.9237
2291,493.23416
2292,521.44556
2293,553.0701
2294,518.95734
2295,448.67612
2296,553.71954
2297,517.76483
2298,463.30856
2299,456.76038
2300,450.4649
2301,460.62698
2302,536.459
2303,563.988
2304,541.891
2305,503.76248
2306,457.52362
2307,467.38748
2308,543.9244
2309,513.3611
2310,549.29425
2311,519.98816
2312,530.2819
2313,486.31998
2314,443.64536
2315,490.77997
2316,446.19073
2317,508.0476
2318,496.22375
2319,606.6183
2320,552.3113
2321,604.62646
2322,514.82855
2323,535.0486
2324,596.826
2325,563.52155
2326,508.86743
2327,657.93933
2328,463.70584
2329,469.96213
2330,654.1768
2331,565.09326
2332,457.11868
2333,667.6635
2334,597.57715
2335,438.51334
2336,433.82913
2337,550.62225
2338,488.37888
2339,513.75995
2340,466.27176
2341,503.47653
2342,619.21497
2343,520.76227
2344,603.2729
2345,604.551
2346,483.85995
2347,560.96515
2348,461.98605
2349,502.69342
2350,496.66638
2351,439.98376
2352,558.89044
2353,509.54114
2354,562.47815
2355,448.67606
2356,549.16064
2357,450.92834
2358,602.6551
2359,436.50168
2360,480.418
2361,569.6499
2362,516.7091
2363,502.2275
2364,460.26367
2365,498.613
2366,483.27768
2367,503.81586
2368,542.9484
2369,519.4676
2370,499.65903
2371,449.239
2372,523.05536
2373,568.4579
2374,519.1074
2375,599.00916
2376,467.15704
2377,575.2906
2378,536.7284
2379,494.65103
2380,519.61176
2381,502.43707
2382,558.61566
2383,524.3437
2384,472.6945
2385,518.79486
2386,425.7988
2387,572.42566
2388,461.35464
2389,504.67953
2390,545.982
2391,576.23096
2392,466.71722
2393,574.1788
2394,632.27655
2395,554.70825
2396,504.4038
2397,484.9089
2398,520.3296
2399,499.7604
2400,463.40515
2401,437.38214
2402,544.9926
2403,619.5677
2404,454.63153
2405,565.0909
2406,605.83234
2407,595.6356
2408,462.27466
2409,465.65686
2410,504.18228
2411,513.1738
2412,526.90356
2413,487.5871
2414,548.94806
2415,563.7872
2416,497.52478
2417,549.24176
2418,485.5888
2419,488.15573
2420,507.11325
2421,552.028
2422,495.36404
2423,473.79456
2424,499.2
2425,504.6693
2426,464.36722
2427,471.56503
2428,572.2742
2429,577.0861
2430,568.01514
2431,479.35782
2432,544.2908
2433,505.942
2434,445.9999
2435,504.40298
2436,468.94012
2437,500.26038
2438,591.73425
2439,607.9998
2440,568.4017
2441,624.0982
2442,457.3282
2443,498.85272
2444,579.9187
2445,464.93442
2446,502.80872
2447,502.45108
2448,437.646
2449,649.3907
2450,490.548
2451,486.4164
2452,554.117
2453,452.60034
2454,622.495
2455,592.6846
2456,459.98898
2457,552.791
2458,497.03012
2459,452.50317
2460,434.312
2461,459.16556
2462,459.8395
2463,515.4971
2464,505.47925
2465,501.9796
2466,512.0787
2467,592.5359
2468,533.66394
2469,536.13873
2470,525.941
2471,587.29706
2472,447.57074
2473,463.84268
2474,646.13544
2475,457.4354
2476,513.14514
2477,522.8534
2478,513.4733
2479,435.27585
2480,449.37915
2481,485.6711
2482,476.34998
2483,479.81195
2484,573.9538
2485,525.33203
2486,495.79807
2487,555.7273
2488,552.57495
2489,460.44592
2490,554.1648
2491,475.09662
2492,590.5021
2493,479.76318
2494,520.11304
2495,564.3755
2496,453.65668
2497,562.0212
2498,582.65186
2499,608.5542
2500,558.838
2501,540.6873
2502,490.66287
2503,526.5041
2504,505.65656
2505,585.4657
2506,491.81238
2507,586.8388
2508,505.89337
2509,475.61157
2510,505.57297
2511,534.42755
2512,489.6694
2513,480.65778
2514,511.94016
2515,487.43796
2516,522.2306
2517,513.7167
2518,502.8834
2519,563.8101
2520,579.7636
2521,491.84882
2522,601.76215
2523,460.71658
2524,595.79486
2525,453.6991
2526,501.42383
2527,565.8737
2528,597.6565
2529,484.50974
2530,579.7196
2531,511.01083
2532,597.6961
2533,614.4346
2534,505.3221
2535,494.52847
2536,470.32776
2537,622.5081
2538,619.42084
2539,462.16757
2540,473.361
2541,565.4974
2542,566.2763
2543,454.57407
2544,534.42523
2545,610.1226
2546,507.9169
2547,671.0532
2548,575.78394
2549,584.54333
2550,590.55475
2551,575.77985
2552,533.20624
2553,527.57336
2554,617.4367
2555,448.14703
2556,452.4741
2557,550.6772
2558,599.4215
2559,510.63364
2560,567.2023
2561,635.03674
2562,454.65927
2563,585.3092
2564,567.9274
2565,452.33942
2566,509.74683
2567,528.5639
2568,577.07776
2569,496.6881
2570,458.48438
2571,530.38763
2572,436.85568
2573,458.66476
2574,627.9563
2575,485.9892
2576,635.372
2577,603.159
2578,502.88748
2579,472.799
2580,445.56412
2581,579.7386
2582,482.48096
2583,481.09946
2584,587.61993
2585,465.21338
2586,534.1279
2587,481.47263
2588,469.3998
2589,557.82733
2590,551.2235
2591,577.1971
2592,469.35507
2593,450.175
2594,498.21988
2595,501.7368
2596,540.134
2597,440.9142
2598,497.16165
2599,584.4789
2600,474.48047
2601,490.70477
2602,457.49716
2603,449.676
2604,524.04565
2605,568.6957
2606,573.9161
2607,509.4414
2608,462.9189
2609,547.6502
2610,534.34094
2611,519.8674
2612,578.7562
2613,458.55328
2614,485.3613
2615,522.8445
2616,487.5695
2617,471.0988
2618,525.20026
2619,572.0397
2620,486.55853
2621,524.0322
2622,458.2254
2623,587.7218
2624,479.0383
2625,460.51105
2626,510.72293
2627,533.2869
2628,509.07227
2629,587.881
2630,583.48676
2631,503.7376
2632,418.75366
2633,468.6388
2634,571.90704
2635,526.6036
2636,549.60443
2637,605.40546
2638,520.1275
2639,561.72
2640,481.32532
2641,642.45605
2642,451.4109
2643,593.37897
2644,476.39548
2645,457.95816
2646,644.42596
2647,493.14966
2648,521.0211
2649,448.55676
2650,580.3284
2651,479.04755
2652,501.84433
2653,580.97784
2654,474.8132
2655,511.59668
2656,591.8599
2657,516.60376
2658,552.2334
2659,468.02866
2660,503.8743
2661,625.68567
2662,643.3087
2663,455.84137
2664,622.05334
2665,614.78864
2666,434.13382
2667,462.8655
2668,554.6633
2669,496.17545
2670,447.64536
2671,545.5387
2672,566.3234
2673,453.5909
2674,530.6795
2675,485.08212
2676,555.5469
2677,523.1569
2678,518.9771
2679,563.5699
2680,592.36804
2681,435.87888
2682,494.08026
2683,514.9902
2684,468.62766
2685,549.27356
2686,619.784
2687,497.46405
2688,541.4885
2689,456.55377
2690,624.0023
2691,550.8762
2692,497.1978
2693,548.99
2694,592.6096
2695,550.60144
2696,519.4613
2697,553.79095
2698,477.2961
2699,635.3997
2700,511.9743
2701,470.0653
2702,490.01254
2703,497.60153
2704,454.77142
2705,541.8613
2706,501.469
2707,482.57962
2708,553.17957
2709,597.4388
2710,502.88004
2711,612.20917
2712,504.97937
2713,591.0037
2714,550.0043
2715,536.3944
2716,468.88373
2717,446.91348
2718,485.45
2719,482.28104
2720,572.1618
2721,609.6702
2722,595.6087
2723,533.81036
2724,511.77792
2725,523.6884
2726,495.0312
2727,606.3301
2728,468.20047
2729,566.5596
2730,445.10797
2731,666.4921
2732,456.04926
2733,528.7747
2734,500.34943
2735,528.33136
2736,578.863
2737,544.0695
2738,529.08234
2739,518.3885
2740,498.6818
2741,536.6531
2742,514.0136
2743,487.1646
2744,484.1151
2745,531.53503
2746,503.08255
2747,581.1319
2748,579.3825
2749,631.4234
2750,571.4523
2751,587.93195
2752,626.5153
2753,463.32794
2754,619.9171
2755,518.3619
2756,476.17197
2757,467.26212
2758,509.65652
2759,579.35254
2760,452.40268
2761,475.97803
2762,609.08887
2763,553.4581
2764,602.10016
2765,502.77902
2766,460.01688
2767,600.6318
2768,559.2506
2769,514.5972
2770,540.8807
2771,477.01456
2772,442.37415
2773,591.09674
2774,586.51074
2775,453.68234
2776,526.7893
2777,565.7789
2778,512.6908
2779,499.43524
2780,609.1571
2781,437.66608
2782,552.39514
2783,448.38022
2784,539.60944
2785,459.94492
2786,461.80405
2787,605.2387
2788,556.71313
2789,443.53036
2790,442.01706
2791,615.6884
2792,584.04083
2793,538.0656
2794,443.86594
2795,470.9702
2796,540.52893
2797,555.3885
2798,566.0401
2799,492.53622
2800,482.19022
2801,451.53888
2802,595.1636
2803,455.93814
2804,450.98505
2805,613.78174
2806,631.7526
2807,604.4817
2808,560.43555
2809,645.31915
2810,574.1817
2811,466.30945
2812,555.87805
2813,473.0145
2814,432.4226
2815,589.8311
2816,479.48764
2817,551.38715
2818,618.843
2819,519.0054
2820,498.9045
2821,526.1502
2822,557.0106
2823,597.9408
2824,565.80585
2825,612.11163
2826,454.62228
2827,513.50653
2828,549.3053
2829,535.47266
2830,448.28125
2831,591.26685
2832,604.62506
2833,589.2463
2834,639.059
2835,470.2769
2836,507.15982
2837,541.689
2838,539.9004
2839,451.61237
2840,477.68063
2841,537.94635
2842,477.7078
2843,531.7578
2844,645.00885
2845,497.42538
2846,468.74313
2847,611.45
2848,511.37695
2849,587.0729
2850,565.56006
2851,599.9693
2852,620.69354
2853,463.94916
2854,633.8716
2855,574.74286
2856,554.7141
2857,524.22925
2858,531.64087
2859,563.84375
2860,452.0742
2861,504.79108
2862,568.629
2863,619.1771
2864,454.93085
2865,519.88135
2866,463.6613
2867,591.3355
2868,646.48914
2869,634.82794
2870,496.09393
2871,469.9338
2872,551.6278
2873,471.4935
2874,527.5075
2875,549.0733
2876,513.39484
2877,489.73666
2878,660.2421
2879,554.34393
2880,532.1524
2881,482.5745
2882,560.8164
2883,489.44373
2884,589.1049
2885,448.84656
2886,608.56494
2887,490.70303
2888,534.3708
2889,617.03094
2890,604.53894
2891,507.35132
2892,512.1745
2893,471.12198
2894,476.25433
2895,646.9469
2896,570.68475
2897,574.3835
2898,439.6309
2899,540.17865
2900,520.82477
2901,547.51794
2902,576.801
2903,480.50302
2904,576.7595
2905,608.0101
2906,536.5275
2907,561.5687
2908,465.86777
2909,503.7403
2910,475.64603
2911,614.22125
2912,503.5565
2913,625.772
2914,516.63715
2915,450.49246
2916,570.316
2917,466.74432
2918,514.02124
2919,439.29007
2920,569.21045
2921,513.90094
2922,474.6565
2923,547.9263
2924,502.73303
2925,584.60986
2926,631.0321
2927,567.8375
2928,507.27814
2929,572.66986
2930,456.5837
2931,562.90314
2932,566.5032
2933,462.96777
2934,558.2372
2935,510.02615
2936,633.7794
2937,619.56335
2938,443.79376
2939,558.6096
2940,547.62744
2941,599.7685
2942,625.9287
2943,577.62604
2944,494.80695
2945,628.3845
2946,519.40643
2947,574.14014
2948,507.01743
2949,578.5798
2950,631.66205
2951,498.1204
2952,550.0572
2953,451.73532
2954,490.35797
2955,458.31726
2956,549.58466
2957,489.5018
2958,611.9069
2959,574.3277
2960,539.567
2961,641.4302
2962,529.3942
2963,457.53128
2964,475.25293
2965,482.10052
2966,450.63025
2967,511.746
2968,505.53464
2969,440.81714
2970,553.09534
2971,663.1178
2972,548.1711
2973,537.7214
2974,565.69006
2975,565.73737
2976,551.5566
2977,469.3138
2978,589.47876
2979,525.2413
2980,572.42523
2981,618.95856
2982,601.6644
2983,435.49493
2984,468.48242
2985,550.9776
2986,501.7886
2987,450.9936
2988,452.45383
2989,496.59912
2990,547.2471
2991,627.0616
2992,586.7449
2993,529.11786
2994,481.7711
2995,460.70044
2996,618.9249
2997,497.36136
2998,515.1013
2999,570.18164
3000,514.7963
3001,659.02094
3002,520.7653
3003,489.91986
3004,544.31616
3005,494.67957
3006,550.49774
3007,534.3184
3008,541.9229
3009,614.1654
3010,538.2865
3011,632.751
3012,592.5104
3013,535.49524
3014,653.0374
3015,472.6224
3016,548.49664
3017,429.98724
3018,615.16925
3019,555.1637
3020,565.2817
3021,574.26556
3022,486.731
3023,620.0892
3024,507.98154
3025,544.2261
3026,633.02344
3027,514.5589
3028,496.10782
3029,513.0553
3030,568.83496
3031,453.43372
3032,500.66705
3033,460.36008
3034,503.17807
3035,465.48807
3036,448.44238
3037,475.56873
3038,442.3484
3039,559.56836
3040,493.5148
3041,562.6808
3042,501.68988
3043,474.25046
3044,471.71243
3045,453.96918
3046,469.74915
3047,528.9627
3048,453.51804
3049,446.8688
3050,541.09015
3051,479.40625
3052,484.79337
3053,600.73145
3054,531.4246
3055,490.66052
3056,455.9211
3057,550.4859
3058,445.6627
3059,470.51837
3060,532.7314
3061,511.73663
3062,465.1184
3063,463.1944
3064,621.48895
3065,546.3471
3066,589.6209
3067,574.99225
3068,451.6593
3069,524.05505
3070,580.571
3071,540.3252
3072,523.2722
3073,547.22473
3074,546.31903
3075,487.90717
3076,463.7935
3077,570.84186
3078,639.73474
3079,561.72485
3080,601.8712
3081,577.8478
3082,572.6169
3083,586.5998
3084,513.7273
3085,567.2277
3086,472.53864
3087,461.5083
3088,515.4084
3089,447.37228
3090,543.49445
3091,645.4032
3092,462.3835
3093,564.3673
3094,597.6195
3095,524.7432
3096,452.70697
3097,533.10895
3098,481.92313
3099,474.7774
3100,509.351
3101,664.60443
3102,575.8892
3103,592.6614
3104,637.58813
3105,525.92194
3106,561.8331
3107,464.76358
3108,532.29626
3109,459.53598
3110,543.34766
3111,555.3799
3112,613.4411
3113,520.90015
3114,456.9593
3115,466.11493
3116,547.97
3117,591.2531
3118,534.8859
3119,541.4612
3120,482.51718
3121,452.94635
3122,554.659
3123,585.76746
3124,608.496
3125,472.03876
3126,482.0363
3127,487.15213
3128,574.0627
3129,475.88345
3130,519.39685
3131,453.42004
3132,606.45154
3133,541.4033
3134,476.9451
3135,467.10492
3136,603.1257
3137,633.887
3138,509.7051
3139,437.46716
3140,438.695
3141,452.12054
3142,618.4304
3143,555.4861
3144,471.4555
3145,492.60883
3146,596.0121
3147,471.6672
3148,576.2782
3149,533.60004
3150,464.83664
3151,532.67645
3152,529.7623
3153,501.59515
3154,573.7049
3155,571.0087
3156,610.4737
3157,595.1168
3158,568.3212
3159,519.1347
3160,458.43192
3161,620.92535
3162,443.80466
3163,545.514
3164,544.61145
3165,513.7438
3166,458.21722
3167,442.2465
3168,559.20575
3169,472.07248
3170,613.07605
3171,601.7187
3172,442.80466
3173,447.57108
3174,424.267
3175,474.60965
3176,452.79495
3177,602.9331
3178,591.6203
3179,549.98267
3180,475.39386
3181,616.3704
3182,515.9136
3183,611.4916
3184,495.33258
3185,451.33163
3186,597.7196
3187,606.111
3188,520.5088
3189,530.57556
3190,531.3126
3191,477.05872
3192,589.0363
3193,497.65488
3194,510.45868
3195,635.8591
3196,504.62357
3197,457.33722
3198,444.22632
3199,501.87878
3200,579.75964
3201,511.9049
3202,540.01666
3203,564.8757
3204,606.28265
3205,587.4258
3206,515.18243
3207,473.15714
3208,546.695
3209,592.25867
3210,437.47415
3211,598.19794
3212,554.31824
3213,662.6005
3214,594.8237
3215,550.15173
3216,505.29245
3217,592.50854
3218,510.29657
3219,512.91614
3220,519.45795
3221,533.76215
3222,461.34445
3223,572.456
3224,586.1514
3225,486.69617
3226,659.43964
3227,542.52966
3228,572.36
3229,468.3453
3230,480.8781
3231,584.1343
3232,535.4818
3233,452.90564
3234,547.1447
3235,519.3438
3236,578.4559
3237,559.49176
3238,536.32825
3239,488.1444
3240,518.6667
3241,588.4887
3242,482.89517
3243,483.79037
3244,454.90875
3245,491.10104
3246,583.9201
3247,520.0992
3248,576.3677
3249,573.54016
3250,456.56744
3251,573.1393
3252,444.79675
3253,560.2138
3254,554.3034
3255,524.6001
3256,557.70233
3257,451.52917
3258,566.99316
3259,608.3375
3260,497.07883
3261,593.42395
3262,450.26132
3263,551.12885
3264,526.0651
3265,505.67932
3266,629.18854
3267,497.57004
3268,477.09796
3269,584.54736
3270,569.0698
3271,487.4683
3272,598.8698
3273,547.27094
3274,490.9201
3275,556.30096
3276,585.42004
3277,562.25867
3278,483.43393
3279,445.77982
3280,581.231
3281,600.75305
3282,586.30493
3283,446.92923
3284,440.55923
3285,473.12137
3286,542.4534
3287,450.65454
3288,575.359
3289,502.41333
3290,498.2802
3291,561.73615
3292,472.21423
3293,475.53885
3294,505.49594
3295,513.287
3296,561.78625
3297,556.8891
3298,468.03793
3299,570.27875
3300,513.24225
3301,454.7149
3302,503.9779
3303,490.62842
3304,469.9656
3305,620.7682
3306,572.60706
3307,525.27747
3308,494.37378
3309,545.0552
3310,552.9605
3311,560.5431
3312,604.60565
3313,487.74246
3314,664.6628
3315,552.95325
3316,574.8786
3317,582.27655
3318,566.9515
3319,542.454
3320,569.83234
3321,517.03394
3322,556.6232
3323,577.52905
3324,514.56354
3325,563.39825
3326,497.94577
3327,577.1228
3328,548.38153
3329,513.1359
3330,494.00726
3331,457.65884
3332,619.60706
3333,518.40625
3334,606.7546
3335,543.0676
3336,521.5039
3337,459.80466
3338,549.9648
3339,637.2358
3340,561.06116
3341,589.4947
3342,532.9198
3343,462.63507
3344,519.4497
3345,599.14685
3346,568.61865
3347,516.0788
3348,598.6848
3349,444.55853
3350,428.3515
3351,539.866
3352,560.4519
3353,525.3025
3354,606.18317
3355,534.5368
3356,455.6893
3357,462.82477
3358,554.34375
3359,579.69714
3360,471.62448
3361,579.7748
3362,443.71844
3363,455.52344
3364,485.08972
3365,462.73013
3366,566.74744
3367,576.8601
3368,639.3074
3369,457.9636
3370,452.42026
3371,597.7365
3372,636.76624
3373,595.36633
3374,509.5553
3375,538.50836
3376,569.0459
3377,446.98688
3378,519.8136
3379,612.8977
3380,457.37225
3381,586.18066
3382,505.17636
3383,554.40814
3384,615.91766
3385,469.40463
3386,542.44666
3387,502.69992
3388,509.95895
3389,587.9229
3390,450.60205
3391,550.3257
3392,465.52768
3393,572.17554
3394,533.9997
3395,567.9219
3396,583.70593
3397,439.86368
3398,514.5307
3399,488.432
3400,467.6964
3401,487.39996
3402,593.42944
3403,485.81345
3404,556.2973
3405,589.3853
3406,575.9097
3407,520.0575
3408,561.1906
3409,575.6029
3410,559.25385
3411,452.97827
3412,452.76944
3413,543.36804
3414,570.21344
3415,476.25342
3416,502.19687
3417,577.2699
3418,481.8442
3419,487.75742
3420,457.5762
3421,512.3059
3422,542.30554
3423,454.7721
3424,520.5278
3425,591.57117
3426,633.78845
3427,533.55884
3428,581.9495
3429,516.613
3430,465.36307
3431,460.8206
3432,536.40063
3433,532.0005
3434,544.31116
3435,520.65314
3436,590.5165
3437,486.77222
3438,497.5496
3439,476.97403
3440,578.4219
3441,479.43646
3442,626.65326
3443,569.04645
3444,607.18494
3445,455.18573
3446,461.7478
3447,556.5959
3448,608.93414
3449,478.00848
3450,533.4145
3451,480.04037
3452,611.55865
3453,550.14655
3454,596.5359
3455,642.1608
3456,483.79584
3457,640.4141
3458,574.5711
3459,420.6104
3460,477.26666
3461,608.16534
3462,618.75287
3463,554.0089
3464,608.181
3465,646.7412
3466,449.58527
3467,571.1319
3468,588.16064
3469,472.88956
3470,516.589
3471,516.0912
3472,663.12823
3473,561.70966
3474,452.42096
3475,543.8701
3476,598.6934
3477,498.38696
3478,477.38284
3479,522.57587
3480,550.5913
3481,510.85553
3482,603.87756
3483,456.5257
3484,537.0431
3485,630.91364
3486,441.8928
3487,561.6261
3488,517.7195
3489,476.51675
3490,476.08298
3491,565.78906
3492,514.1601
3493,437.25867
3494,670.7831
3495,516.093
3496,471.30554
3497,616.0895
3498,544.9666
3499,453.38696
3500,453.19272
3501,480.78168
3502,529.7716
3503,485.78876
3504,481.59152
3505,487.02087
3506,522.8042
3507,596.92017
3508,486.7273
3509,561.8874
3510,591.38446
3511,551.6083
3512,539.10474
3513,518.54926
3514,456.29062
3515,485.92047
3516,484.94135
3517,559.72925
3518,520.5288
3519,547.00916
3520,484.51205
3521,614.4122
3522,625.10895
3523,504.23114
3524,505.07162
3525,621.2178
3526,595.0821
3527,525.2522
3528,574.2967
3529,594.523
3530,477.8946
3531,588.2782
3532,446.62698
3533,588.5915
3534,513.1063
3535,457.29846
3536,571.03503
3537,574.20215
3538,506.745
3539,597.36707
3540,595.10516
3541,468.8436
3542,464.54276
3543,458.83282
3544,454.02158
3545,451.26062
3546,639.13635
3547,512.3751
3548,614.9855
3549,542.6973
3550,530.98627
3551,522.98364
3552,549.1772
3553,476.75848
3554,481.57834
3555,438.2854
3556,488.39523
3557,475.6404
3558,585.08527
3559,490.10245
3560,466.79703
3561,564.7847
3562,539.1972
3563,448.83505
3564,433.26172
3565,630.7585
3566,574.9357
3567,519.5578
3568,437.12463
3569,449.85605
3570,515.7662
3571,515.7558
3572,599.9001
3573,456.17996
3574,510.43024
3575,552.3818
3576,589.4367
3577,472.16617
3578,587.1206
3579,516.0042
3580,584.1878
3581,552.8801
3582,446.44107
3583,569.5074
3584,600.6064
3585,475.68582
3586,471.1236
3587,602.2701
3588,547.4051
3589,463.57404
3590,543.105
3591,506.72366
3592,507.63525
3593,525.6003
3594,455.0804
3595,454.69205
3596,579.5152
3597,604.59
3598,506.53168
3599,567.89136
3600,526.241
3601,467.87225
3602,575.2987
3603,457.56882
3604,449.29724
3605,561.82074
3606,465.89737
3607,481.63983
3608,465.85754
3609,488.81784
3610,611.0542
3611,476.3635
3612,476.92517
3613,482.55045
3614,452.60718
3615,548.00494
3616,450.7084
3617,636.7192
3618,463.9446
3619,577.1307
3620,459.9445
3621,559.7166
3622,531.8477
3623,456.12863
3624,554.36285
3625,530.83923
3626,480.63406
3627,536.7843
3628,553.8888
3629,540.60767
3630,507.5646
3631,589.9995
3632,597.9204
3633,649.86163
3634,500.62592
3635,549.20746
3636,607.25604
3637,537.8568
3638,588.0271
3639,573.688
3640,619.8913
